Date,Price,Open,High,Low,Change %
4/6/2015,"12,958.50","12,951.50","12,958.50","12,921.50",-0.34%
4/3/2015,"13,002.50","13,002.50","13,002.50","13,002.50",0.00%
4/2/2015,"13,002.50","12,982.50","13,012.50","12,977.50",-0.31%
4/1/2015,"13,042.50","13,057.50","13,062.50","13,002.50",-0.25%
3/31/2015,"13,075.00","13,070.00","13,095.00","13,067.00",0.00%
3/30/2015,"13,075.00","13,054.00","13,092.00","13,054.00",0.08%
3/27/2015,"13,065.00","13,025.00","13,080.00","13,025.00",0.35%
3/26/2015,"13,019.00","12,971.00","13,026.00","12,971.00",0.25%
3/25/2015,"12,986.00","12,914.00","12,989.00","12,909.00",0.63%
3/24/2015,"12,905.00","12,985.00","12,995.00","12,900.00",-0.88%
3/23/2015,"13,019.50","13,030.50","13,080.50","13,005.50",-0.74%
3/20/2015,"13,116.00","13,044.00","13,124.00","13,044.00",0.62%
3/19/2015,"13,035.00","13,115.00","13,115.00","12,984.00",-1.03%
3/18/2015,"13,170.00","13,160.00","13,190.00","13,150.00",0.02%
3/17/2015,"13,167.50","13,222.50","13,247.50","13,162.50",-0.56%
3/16/2015,"13,242.00","13,203.00","13,247.00","13,203.00",0.36%
3/13/2015,"13,195.00","13,155.00","13,205.00","13,150.00",0.09%
3/12/2015,"13,182.50","13,147.50","13,217.50","13,147.50",-0.06%
3/11/2015,"13,190.50","13,139.50","13,244.50","13,124.50",0.76%
3/10/2015,"13,091.50","13,053.50","13,093.50","13,047.50",0.32%
3/9/2015,"13,050.00","13,005.00","13,075.00","13,005.00",0.54%
3/6/2015,"12,980.00","13,000.00","13,005.00","12,950.00",-0.08%
3/5/2015,"12,990.00","12,990.00","13,030.00","12,979.00",0.06%
3/4/2015,"12,982.50","12,957.50","12,982.50","12,942.50",0.13%
3/3/2015,"12,965.00","12,945.00","12,982.00","12,945.00",-0.04%
3/2/2015,"12,970.00","12,955.00","13,000.00","12,950.00",0.35%
2/27/2015,"12,925.00","12,835.00","12,945.00","12,835.00",0.68%
2/26/2015,"12,837.50","12,842.50","12,869.50","12,827.50",-0.28%
2/25/2015,"12,873.50","12,851.50","12,891.50","12,851.50",-0.19%
2/24/2015,"12,897.50","12,842.50","12,899.50","12,802.50",0.49%
2/23/2015,"12,834.50","12,812.50","12,835.50","12,802.50",0.17%
2/20/2015,"12,812.50","12,852.50","12,867.50","12,802.50",-0.23%
2/19/2015,"12,842.50","12,842.50","12,842.50","12,842.50",0.00%
2/18/2015,"12,842.50","12,787.50","12,847.50","12,787.50",0.57%
2/17/2015,"12,769.50","12,741.50","12,771.50","12,740.50",0.13%
2/16/2015,"12,752.50","12,752.50","12,767.50","12,732.50",-0.27%
2/13/2015,"12,787.50","12,737.50","12,787.50","12,737.50",-0.04%
2/12/2015,"12,792.50","12,752.50","12,837.50","12,752.50",0.61%
2/11/2015,"12,715.00","12,680.00","12,720.00","12,680.00",0.34%
2/10/2015,"12,672.50","12,652.50","12,672.50","12,637.50",0.20%
2/9/2015,"12,647.50","12,632.50","12,692.50","12,632.50",0.26%
2/6/2015,"12,614.50","12,633.50","12,633.50","12,603.50",-0.14%
2/5/2015,"12,632.50","12,631.50","12,660.50","12,627.50",0.06%
2/4/2015,"12,625.00","12,605.00","12,640.00","12,585.00",-0.23%
2/3/2015,"12,654.00","12,674.00","12,674.00","12,609.00",-0.24%
2/2/2015,"12,685.00","12,683.00","12,718.00","12,680.00",0.14%
1/30/2015,"12,667.50","12,592.50","12,667.50","12,582.50",0.80%
1/29/2015,"12,567.50","12,502.50","12,567.50","12,502.50",0.65%
1/28/2015,"12,486.00","12,466.00","12,516.00","12,466.00",0.08%
1/27/2015,"12,476.50","12,488.50","12,508.50","12,468.50",-0.27%
1/26/2015,"12,510.00","12,475.00","12,540.00","12,475.00",0.30%
1/23/2015,"12,472.50","12,402.50","12,517.50","12,402.50",-0.12%
1/22/2015,"12,487.50","12,452.50","12,532.50","12,422.50",0.06%
1/21/2015,"12,480.00","12,555.00","12,570.00","12,475.00",-0.83%
1/20/2015,"12,584.00","12,624.00","12,669.00","12,584.00",-0.27%
1/19/2015,"12,618.50","12,591.50","12,621.50","12,591.50",0.25%
1/16/2015,"12,587.50","12,542.50","12,617.50","12,542.50",0.22%
1/15/2015,"12,560.00","12,590.00","12,635.00","12,555.00",-0.42%
1/14/2015,"12,613.00","12,581.00","12,626.00","12,566.00",0.12%
1/13/2015,"12,597.50","12,562.50","12,617.50","12,562.50",0.00%
1/12/2015,"12,597.50","12,592.50","12,597.50","12,552.50",-0.43%
1/9/2015,"12,651.50","12,651.50","12,652.50","12,626.50",-0.22%
1/8/2015,"12,680.00","12,685.00","12,745.00","12,675.00",-0.46%
1/7/2015,"12,738.50","12,641.50","12,751.50","12,641.50",0.64%
1/6/2015,"12,657.50","12,602.50","12,672.50","12,602.50",0.24%
1/5/2015,"12,627.50","12,522.50","12,672.50","12,522.50",0.68%
1/2/2015,"12,542.50","12,407.50","12,542.50","12,407.50",1.27%
1/1/2015,"12,385.00","12,385.00","12,385.00","12,385.00",0.00%
12/31/2014,"12,385.00","12,415.00","12,455.00","12,355.00",-0.49%
12/30/2014,"12,446.50","12,421.50","12,466.50","12,401.50",0.00%
12/29/2014,"12,447.00","12,470.00","12,470.00","12,395.00",-0.16%
12/26/2014,"12,467.50","12,467.50","12,467.50","12,467.50",0.00%
12/25/2014,"12,467.50","12,467.50","12,467.50","12,467.50",0.00%
12/24/2014,"12,467.50","12,447.50","12,472.50","12,447.50",0.14%
12/23/2014,"12,450.00","12,435.00","12,470.00","12,435.00",0.09%
